24
Item|Seed|0|100|2|8|1|1|4294967295
Item|BlueHub|0.3|200|1|8|1|1|4294967295|0|50|0
Item|BluePotion|0.5|400|1|8|1|2|4294967295|0|100|0
Item|GreenHub|0.3|200|1|8|1|1|4294967295|0|0|50
Item|RedHub|0.3|200|1|8|1|1|4294967295|50|0|0
Item|RedPotion|0.7|400|1|8|1|2|4294967295|100|0|0
Item|SmallRedPotion|0.5|300|1|8|1|2|4294967295|70|0|0
Item|ReturnFeather|30|100|1|8|1|1|4294967295|0|0|0
Item|HeavyArmor|0|30000|0|1|1|30|4294967295|32|300|300|0|0|0|0|0|50|50|30|20|0|0|0|0|0|0|0
Item|LightArmor|0|1000|0|1|1|15|4294967295|24|150|150|0|0|0|0|0|30|30|20|10|0|0|0|0|0|0|0
Item|ClradHat|0|20000|0|0|1|10|4294967295|15|100|100|0|0|0|0|0|30|22|15|5|0|0|0|0|0|0|0
Item|FabricHood|0|30000|0|0|1|30|4294967295|24|200|100|0|0|0|0|0|45|27|20|7|0|0|0|0|0|0|0
Item|BloodSword|0|100000|0|2|1|20|4294967295|37|0|0|0|62|24|7|12|0|0|0|0|0|0|0|0|0|0|0
Item|BlueAx|0|200000|0|2|1|25|4294967295|35|0|0|0|57|34|12|24|0|0|0|0|0|0|0|50|0|0|0
Item|DevilSword|0|500000|0|2|1|32|4294967295|32|0|0|0|77|32|7|7|0|0|0|0|0|0|0|50|0|0|0
Item|GreenRing|0|50000|0|4|1|5|4294967295|5|0|0|100|0|0|0|0|20|12|7|0|0|0|0|0|0|0|0
Item|RedRing|0|50000|0|5|1|5|4294967295|5|100|0|0|0|0|0|0|20|12|7|0|0|0|0|0|0|0|0
Item|LeatherShoes|0|10000|0|3|1|13|4294967295|21|100|100|0|0|0|0|0|20|12|7|3|0|0|0|0|0|0|0
Item|RedShoes|0|50000|0|3|1|17|4294967295|32|200|200|0|0|0|0|0|10|22|12|8|0|0|0|0|0|0|0
Item|LightSword|0|100000|0|2|1|12|4294967295|27|0|0|0|37|24|12|19|0|0|0|0|0|0|0|50|0|0|0
Item|Mace|0|20000|0|2|1|24|4294967295|42|0|0|0|47|12|22|10|0|0|0|0|0|0|0|30|0|0|0
Item|MagicWand|0|30000|0|2|1|28|4294967295|35|0|0|0|7|17|52|10|0|0|0|0|0|0|0|30|0|0|0
Item|Sword|0|1000|0|2|1|17|4294967295|33|0|0|0|42|26|17|21|0|0|0|0|0|0|0|40|0|0|0
Item|Phone|0|2400000|3|9|1|5|4294967295
